,caption,caption_list
41319,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
41337,"RT @todd_harrison: Ohio topped $381M in marijuana sales in 2021, a 72% year-over-year improvement.

#Ohio  #Cannabis 

https://t.co/hdz8B","['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']"
41355,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
41463,RT @ganja_seeds: https://t.co/1MfN0jLeWx -- Add scrolling #banners to your products and profile page for #legal #cannabis #adverts https://,"['https', '//t.co/1mfn0jlewx', '--', 'add', 'scrolling', 'banners', 'products', 'profile', 'page', 'legal', 'cannabis', 'adverts', 'https', '//']"
41562,"RT @todd_harrison: Ohio topped $381M in marijuana sales in 2021, a 72% year-over-year improvement.

#Ohio  #Cannabis 

https://t.co/hdz8B","['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']"
41580,"Time to start the day rightMiracle plant @AngelOfCannabis 
#cannabisculture #CannabisCommunity #WeedLovers #Coffee https://t.co/RL82odfVNE","['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//t.co/rl82odfvne']"
41625,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
41670,RT @NORML: A new series of human trials reveals that the use of oral formulations of #cannabis and cannabinoids mitigate symptoms in patien,"['new', 'series', 'human', 'trials', 'reveals', 'use', 'oral', 'formulations', 'cannabis', 'cannabinoids', 'mitigate', 'symptoms', 'patien']"
41715,"RT @support_cbd: 

EC

https://t.co/91fA4YNfaK

#CBD
#HHC
#HEMPOUT
#
#
#","['ec', 'https', '//t.co/91fa4ynfak', 'cbd', 'hhc', 'hempout']"
41751,"RT @support_cbd: 

EC

https://t.co/91fA4YNfaK

#CBD
#HHC
#HEMPOUT
#
#
#","['ec', 'https', '//t.co/91fa4ynfak', 'cbd', 'hhc', 'hempout']"
41913,"RT @hhc_vape: 

HHC VAPE Instagram
https://t.co/cnUPpX6LYp

#HHC #HHC #CBD #CBN #chill #HEMP # # # # #HAPP","['hhc', 'vape', 'instagram', 'https', '//t.co/cnuppx6lyp', 'hhc', 'hhc', 'cbd', 'cbn', 'chill', 'hemp', 'happ']"
41958,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
41985,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/w0fscFjUTA,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']"
42003,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
42093,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/BmyuC4NZ5e,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']"
42138,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
42219,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
42228,RT @todd_harrison: review: cannabis in sports confirms #CBD #THC do not enhance performance and #CBD possesses anti-inflammatory / analgesi,"['review', 'cannabis', 'sports', 'confirms', 'cbd', 'thc', 'enhance', 'performance', 'cbd', 'possesses', 'anti-inflammatory', 'analgesi']"
42264,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
42273,"RT @todd_harrison: A study of nematodes suggested cannabidiol protects against Alzheimer's disease. 

Also, Schedule I drugs, substances, o","['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']"
42291,"RT @cannabistest1: Customer review: ""I really appreciate all the amazing support."" Mark, Canada

Learn more about us and our $15,990 HPLC f","['customer', 'review', '``', 'really', 'appreciate', 'amazing', 'support', ""''"", 'mark', 'canada', 'learn', 'us', '15,990', 'hplc', 'f']"
42327,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
42345,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
42354,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
42417,"RT @kushisland:  strain: Sirens Kiss
 ig: greenwolf_genetics
#weed https://t.co/DeUzUGzIat","['strain', 'sirens', 'kiss', 'ig', 'greenwolf_genetics', 'weed', 'https', '//t.co/deuzugziat']"
42426,"RT @kushisland:  strain: Spanish Moon
 ig: lovin_in_her_eyes2.0
#weed https://t.co/rHiwvkPNbu","['strain', 'spanish', 'moon', 'ig', 'lovin_in_her_eyes2.0', 'weed', 'https', '//t.co/rhiwvkpnbu']"
42444,"RT @MMPconnection: #cannabiscommunity #marijuana #cannabis Bill would make it easier for seniors 65-plus to get marijuana 
Recreational use","['cannabiscommunity', 'marijuana', 'cannabis', 'bill', 'would', 'make', 'easier', 'seniors', '65-plus', 'get', 'marijuana', 'recreational', 'use']"
42462,"@FoxNews #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and kille https://t.co/vUhaDixM9p","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'kille', 'https', '//t.co/vuhadixm9p']"
42471,RT @MMPconnection: #cannabiscommunity #marijuana #cannabis reddy s: Drl To Acquire German Medical Cannabis Player Nimbus Health | Hyderabad,"['cannabiscommunity', 'marijuana', 'cannabis', 'reddy', 'drl', 'acquire', 'german', 'medical', 'cannabis', 'player', 'nimbus', 'health', 'hyderabad']"
42498,RT @todd_harrison: A new study found marijuana consumers show signs of greater motivation than people who don't consume and are more likely,"['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']"
42525,"RT @kariss_step28: livraisonpour ce faire Ajouter pour
Snap stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #Re","['livraisonpour', 'faire', 'ajouter', 'snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript']"
42543,"RT @kariss_step28: livraisonpour ce faire Ajouter pour
Snap stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #Re","['livraisonpour', 'faire', 'ajouter', 'snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript']"
42597,"RT @kariss_step28: livraisonpour ce faire Ajouter pour
Snap stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #Re","['livraisonpour', 'faire', 'ajouter', 'snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript']"
42822,"RT @BuddhaSeeds: Llvate tu planta de #cannabis a todas partes! Cmo hacer un cannabonsai #BuddhaSeeds 
https://t.co/VnysN1MPVf
#cannab","['llvate', 'planta', 'cannabis', 'todas', 'partes', 'cmo', 'hacer', 'cannabonsai', 'https', '//t.co/vnysn1mpvf', 'cannab']"
43047,RT @NORML: #Colorado: State-licensed #marijuana retailers sold over $2.2 billion worth of marijuana flower and related products in 2021  t,"['colorado', 'state-licensed', 'marijuana', 'retailers', 'sold', '2.2', 'billion', 'worth', 'marijuana', 'flower', 'related', 'products', '2021']"
43128,RT @AngelOfCannabis: Hey guys  it's 3:14am I'm enjoying some coffee and about to hit the bong. I guess it's an early day for me but hopefu,"['hey', 'guys', ""'s"", '3:14am', ""'m"", 'enjoying', 'coffee', 'hit', 'bong', 'guess', ""'s"", 'early', 'day', 'hopefu']"
43263,"RT @hhc_vape: 

HHC VAPE Instagram
https://t.co/cnUPpX6LYp

#HHC #HHC #CBD #CBN #chill #HEMP # # # # #HAPP","['hhc', 'vape', 'instagram', 'https', '//t.co/cnuppx6lyp', 'hhc', 'hhc', 'cbd', 'cbn', 'chill', 'hemp', 'happ']"
43362,"The $THC from @ThetanArena is now at $0.01445 
 Is up 1.493% compare to 1 hour ago
 and is down -17.56% compare t https://t.co/nJ0HMgmlVQ","['thc', '0.01445', '1.493', 'compare', 'hour', 'ago', '-17.56', 'compare', 'https', '//t.co/nj0hmgmlvq']"
43470,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
43479,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
43623,RT @MMPconnection: #cannabiscommunity #marijuana #cannabis One80 Intermediaries Deepens Professional Lines Capabilities and Expertise With,"['cannabiscommunity', 'marijuana', 'cannabis', 'one80', 'intermediaries', 'deepens', 'professional', 'lines', 'capabilities', 'expertise']"
43632,RT @MMPconnection: #cannabiscommunity #marijuana #cannabis 5WPR Announces Expansion of Cannabis PR Practice by Adding P,"['cannabiscommunity', 'marijuana', 'cannabis', '5wpr', 'announces', 'expansion', 'cannabis', 'pr', 'practice', 'adding', 'p']"
43642,"@SquawkCNBC @CNBC #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia https://t.co/qW1JEdSakq","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'https', '//t.co/qw1jedsakq']"
43659,"RT @support_cbd: BASE

""""


base3

https://t.co/k6ecyVnrxC

#CBD #HHC #","['base', ""''"", ""''"", 'base3', 'https', '//t.co/k6ecyvnrxc', 'cbd', 'hhc']"
43668,"@FoxNews #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and kille https://t.co/GGxhHi2tNv","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'kille', 'https', '//t.co/ggxhhi2tnv']"
43677,RT @TrichomesDotCom: The International Cannabis Conversation Ep. 11 - Recorded on 02/19/2021 - Developing Growth in the Emerging Int'l. Can,"['international', 'cannabis', 'conversation', 'ep', '11', 'recorded', '02/19/2021', 'developing', 'growth', 'emerging', 'int']"
43686,"@CNBC #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and killed s https://t.co/7Fy19IMnjL","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'killed', 'https', '//t.co/7fy19imnjl']"
43740,"RT @Athens4Cannabis: bill-seeks-to-expand-georgia-medical-marijuana-program-and-end-delays @Athens4Cannabis
#cannabis #weedlife #peace #l","['bill-seeks-to-expand-georgia-medical-marijuana-program-and-end-delays', 'cannabis', 'weedlife', 'peace']"
43785,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
43786,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
43787,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
43788,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
43803,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
43804,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
43805,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
43806,"RT @IntKannabia:  SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist friend @bun","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'friend', 'bun']"
43875,"RT @NORML: Following medical #cannabis treatment, older patients experience improvements in their quality of life and reductions in prescri","['following', 'medical', 'cannabis', 'treatment', 'older', 'patients', 'experience', 'improvements', 'quality', 'life', 'reductions', 'prescri']"
43929,"RT @hhc_vape: 

HHC VAPE Instagram
https://t.co/cnUPpX6LYp

#HHC #HHC #CBD #CBN #chill #HEMP # # # # #HAPP","['hhc', 'vape', 'instagram', 'https', '//t.co/cnuppx6lyp', 'hhc', 'hhc', 'cbd', 'cbn', 'chill', 'hemp', 'happ']"
44001,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
44010,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
44019,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
44064," SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist frie https://t.co/8XpwSv49vN","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'frie', 'https', '//t.co/8xpwsv49vn']"
44065," SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist frie https://t.co/8XpwSv49vN","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'frie', 'https', '//t.co/8xpwsv49vn']"
44066," SWISS DREAM CBD by #KannabiaSeeds @KannabiaSeeds @Kannabia_US @Kannabia_Samen
 Thanks to our IG #kannabist frie https://t.co/8XpwSv49vN","['swiss', 'dream', 'cbd', 'thanks', 'ig', 'kannabist', 'frie', 'https', '//t.co/8xpwsv49vn']"
44073,"RT @kariss_step28: Snap: stephens_step28
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless #IoT #Linux #100Dayso","['snap', 'stephens_step28', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless', 'iot', 'linux', '100dayso']"
44172," SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist https://t.co/h7YO4PRGIh","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'https', '//t.co/h7yo4prgih']"
44173," SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist https://t.co/h7YO4PRGIh","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'https', '//t.co/h7yo4prgih']"
44174," SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist https://t.co/h7YO4PRGIh","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'https', '//t.co/h7yo4prgih']"
44190,"RT @kariss_step28: 
Snap: stephens_step28
Tlgram : critoma
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless","['snap', 'stephens_step28', 'tlgram', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless']"
44253,"RT @kariss_step28: 
Snap: stephens_step28
Tlgram: critoma
#paris #citation #saintdenis #Python #Java #JavaScript  #ReactJS #Serverless","['snap', 'stephens_step28', 'tlgram', 'paris', 'citation', 'saintdenis', 'python', 'java', 'javascript', 'reactjs', 'serverless']"
44298,RT @AngelOfCannabis: ? #StonerFam #smokeweed #CannabisCommunity https://t.co/lzqn408FSA,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/lzqn408fsa']"
44370,"@FoxNews @gen_jackkeane #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and https://t.co/cSMVEFW5X8","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'https', '//t.co/csmvefw5x8']"
44514,"RT @hhc_vape: HHC VAPE

Instagram

24




HHC VAPE

HHC VAPE Instagram
https://t.co/v","['hhc', 'vape', 'instagram', '24', 'hhc', 'vape', 'hhc', 'vape', 'instagram', 'https', '//t.co/v']"
44586,"@cnni #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and killed s https://t.co/S8E8SjrMVA","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'killed', 'https', '//t.co/s8e8sjrmva']"
44613,"@FoxNews #Yidiots, not #Russians, colonized all #world, #power, #finance, #medicine, #media and #academia and kille https://t.co/yDyG8llBgP","['yidiots', 'russians', 'colonized', 'world', 'power', 'finance', 'medicine', 'media', 'academia', 'kille', 'https', '//t.co/ydyg8llbgp']"
